"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"211714_x_at",1.05880637801006,-0.0827519753848619,11.3327423165566,4.14784639694606e-22,9.80897498931772e-21,39.5232026928599,"Up"
"228224_at",-1.55475126933581,0.108618712719592,-11.3293950477537,4.23578983078295e-22,1.00039658314496e-20,39.5023800529592,"Down"
"212427_at",-1.03434123294529,0.0366138872100181,-11.3235057310479,4.39506608604181e-22,1.0375657955714e-20,39.4657452607545,"Down"
"227530_at",-1.70012730688807,0.0758651301308761,-11.3230506099669,4.40762098759307e-22,1.04008061068904e-20,39.4629142306425,"Down"
"242188_at",-1.32910475239813,0.0416919798779175,-11.3223744155324,4.42634056400658e-22,1.04404732673451e-20,39.4587080578396,"Down"
"218730_s_at",-2.60653497146489,0.17494891033473,-11.3218560625242,4.44074425355364e-22,1.04654177613382e-20,39.4554837313533,"Down"
"204170_s_at",1.73794372957482,-0.0871048407882561,11.3217402741761,4.44396810363925e-22,1.04685030618904e-20,39.4547634915582,"Up"
"208694_at",1.13399126999411,-0.0693592356386424,11.3204339824492,4.48050103139645e-22,1.05409377750258e-20,39.4466379953559,"Up"
"202732_at",-1.01915514632271,0.0510408340556377,-11.3147080067125,4.64421096740133e-22,1.09166910852394e-20,39.4110218737164,"Down"
"204653_at",2.71501265562076,-0.204381637860371,11.3119096488679,4.72637810647837e-22,1.11002887874444e-20,39.3936164317444,"Up"
"204922_at",1.12521447384152,-0.0427304490927433,11.3055386833573,4.91890289620957e-22,1.15375811175572e-20,39.3539913200105,"Up"
"204063_s_at",-1.06756276690906,0.0335098184297748,-11.3017269215602,5.03781576806898e-22,1.18013100736577e-20,39.3302845423535,"Down"
"204204_at",-1.14886563385728,0.118673771973291,-11.2997705215727,5.09995886372716e-22,1.19417666327316e-20,39.318117250726,"Down"
"235088_at",1.00970791764507,-0.0733993341228222,11.2991896746521,5.11855586167572e-22,1.19801815812123e-20,39.3145048715889,"Up"
"224610_at",1.1825691114435,-0.081800571084977,11.298290062794,5.14749254431237e-22,1.20376028597211e-20,39.3089100775988,"Up"
"1559696_at",-1.35335304696051,0.0441141101340812,-11.2975174970688,5.17247306509318e-22,1.2090849287472e-20,39.3041054325773,"Down"
"204042_at",-1.60636231464467,0.0101089241680227,-11.2965646677468,5.20344913574338e-22,1.21528655060559e-20,39.298179757631,"Down"
"228376_at",-1.39553761240489,0.156162778853756,-11.2868955416642,5.52846128472598e-22,1.28899198610829e-20,39.2380498671009,"Down"
"228726_at",-1.29904217174991,0.115492999775764,-11.2858505049887,5.56478069261263e-22,1.29635442849849e-20,39.2315513397157,"Down"
"227371_at",1.53606695094682,-0.0825650492997617,11.2842869027166,5.61956793466876e-22,1.30744628437453e-20,39.221828236839,"Up"
"240382_at",1.21722863302857,-0.111254797933432,11.2749820053887,5.9569277564899e-22,1.38416925238455e-20,39.1639693656667,"Up"
"219778_at",-1.54200565693405,0.117580437474071,-11.2740496601042,5.99182639821321e-22,1.39168695124175e-20,39.1581721957353,"Down"
"222317_at",-1.08250474474067,0.0372985005643902,-11.2731294136206,6.02647240408719e-22,1.39854574997227e-20,39.1524502999154,"Down"
"210416_s_at",1.12534845483259,-0.0753043452491371,11.2685149279682,6.20324183766253e-22,1.43895735033602e-20,39.1237591019312,"Up"
"209515_s_at",-1.10245542936247,0.109438877604536,-11.2617484378978,6.47185550566381e-22,1.4993588973397e-20,39.0816896006393,"Down"
"201302_at",-1.0356073757765,0.083121850627712,-11.2592329323876,6.57465073880406e-22,1.52059656998355e-20,39.0660505063237,"Down"
"204681_s_at",-1.13566540262905,0.0922154865881821,-11.2591401167823,6.5784746511165e-22,1.52083763868835e-20,39.065473471041,"Down"
"222725_s_at",-1.16608071238887,0.0543421855996877,-11.2560477536222,6.70715479229298e-22,1.54927624955056e-20,39.0462484956449,"Down"
"203108_at",-2.10203723002113,0.2594728782643,-11.2549605708844,6.75298964678672e-22,1.55920485193439e-20,39.0394896912295,"Down"
"201689_s_at",1.42100594608128,-0.0682063687274408,11.2536553817414,6.80842888846778e-22,1.57050571165204e-20,39.0313756686336,"Up"
"238587_at",-1.09370309476612,0.0846696221622699,-11.2536056205493,6.81055151774484e-22,1.57050571165204e-20,39.0310663180459,"Down"
"228241_at",-2.89121524206596,0.469920590229865,-11.2532342029994,6.82641571402893e-22,1.57350033374592e-20,39.0287573294683,"Down"
"210423_s_at",-1.57290650220334,0.148516079328033,-11.2484848427015,7.03255618605306e-22,1.61828707690426e-20,38.9992326856079,"Down"
"201416_at",1.70350439263549,-0.089803726467168,11.2484103453032,7.03583869883724e-22,1.61836129936443e-20,38.9987695785543,"Up"
"203021_at",-2.06542941918001,0.259586732957717,-11.246974222109,7.09941724462131e-22,1.63229872939306e-20,38.9898420945568,"Down"
"229779_at",-1.80910857275006,0.156714267601619,-11.2449528889425,7.1898769129702e-22,1.65101436462262e-20,38.9772769170688,"Down"
"228667_at",-1.03858917790051,0.0223912598434418,-11.2438228764421,7.24094848363099e-22,1.66204390572009e-20,38.9702525387272,"Down"
"225102_at",-1.40686463819131,0.151823755505465,-11.2403040557723,7.40231592912537e-22,1.69837021999551e-20,38.9483793149592,"Down"
"209307_at",-1.02220316416354,0.0950390830243261,-11.237884070538,7.51537201856555e-22,1.72358626306658e-20,38.9333369240059,"Down"
"230267_at",-1.09982558229665,0.0431788618390861,-11.2375009155857,7.53342958659037e-22,1.72700319768062e-20,38.9309553002315,"Down"
"202994_s_at",-1.44110260317165,0.136069008673241,-11.2297626013651,7.90754432219246e-22,1.80595232170373e-20,38.8828570526328,"Down"
"235747_at",-1.1743672962828,0.0688334185913461,-11.2290748995061,7.94167628644078e-22,1.81299019190459e-20,38.8785827365936,"Down"
"236201_at",-1.18071512350662,0.0729782864702498,-11.2273394744128,8.02846432547801e-22,1.83127362117443e-20,38.8677965592778,"Down"
"230036_at",-1.42647466404208,0.136718283353756,-11.2246125476595,8.16675450215111e-22,1.86204046040497e-20,38.850848249451,"Down"
"218574_s_at",-1.15148656156833,0.0902297155254767,-11.2243919627131,8.17804444446324e-22,1.86383734889966e-20,38.8494772950899,"Down"
"239273_s_at",-1.61644488647372,0.0979440495333251,-11.2225530472438,8.27277216499138e-22,1.88385596885008e-20,38.8380483844551,"Down"
"218280_x_at",1.49062303129069,-0.0616812848747124,11.2222168103118,8.2902108037297e-22,1.88704111446262e-20,38.8359586832255,"Up"
"219140_s_at",-2.0813205756273,0.087395667762574,-11.2219899340074,8.30199828573068e-22,1.88893781220277e-20,38.8345486582259,"Down"
"239629_at",-1.21601106982757,0.0871278792073882,-11.2199930539077,8.40647194369623e-22,1.91191286822625e-20,38.8221382727045,"Down"
"1553835_a_at",-1.33906085944906,0.109624973090319,-11.2165890031015,8.58760227937166e-22,1.9492972894388e-20,38.8009829995602,"Down"
"211715_s_at",1.35324607098187,-0.0983144748265533,11.2165690875131,8.58867337953008e-22,1.9492972894388e-20,38.8008592313921,"Up"
"228400_at",-1.47576750945004,0.0870807319102564,-11.2163564384606,8.6001183917465e-22,1.9510849504927e-20,38.7995376959597,"Down"
"205229_s_at",2.49396209114955,-0.187923498045899,11.2150280716526,8.67195814181146e-22,1.96656703195165e-20,38.7912824442948,"Up"
"215870_s_at",-1.14447848811286,0.0870868005335717,-11.2139947608434,8.72825504674653e-22,1.97801484112935e-20,38.7848609132769,"Down"
"226735_at",-1.08250770182798,0.0485275735751972,-11.2104218074196,8.92574478406775e-22,2.01993003339778e-20,38.7626571901869,"Down"
"204803_s_at",-2.09289820132826,0.213682078083662,-11.2101033692716,8.94356109434418e-22,2.02312454626921e-20,38.7606783269399,"Down"
"209026_x_at",1.06901347538639,-0.0845536670618836,11.2077869398338,9.07423640049069e-22,2.05183571214569e-20,38.7462835643171,"Up"
"208018_s_at",-1.37469242256375,0.155589022941856,-11.2031186245214,9.34340912059052e-22,2.11008217128578e-20,38.7172746393018,"Down"
"205651_x_at",-1.31006050612977,0.0368505892076348,-11.1992473447309,9.57266282320748e-22,2.16007156359418e-20,38.6932194452579,"Down"
"229111_at",-1.06109648402071,0.0268135817034024,-11.1971047023987,9.70195433988312e-22,2.18834304262834e-20,38.6799059567719,"Down"
"219682_s_at",-1.67405044311405,0.0738979211642423,-11.1939117482111,9.89786660983084e-22,2.22977279312938e-20,38.6600667597318,"Down"
"214007_s_at",1.55481626970823,-0.0979217377170447,11.1931754687824,9.943600670823e-22,2.23915307527697e-20,38.6554920229134,"Up"
"204790_at",-1.24899206625068,0.0989136042205375,-11.1917008257868,1.00358338140589e-21,2.25899223459725e-20,38.6463296944709,"Down"
"234987_at",-1.30304809006824,0.143675419436719,-11.1899284657412,1.01478191834097e-21,2.28232008989273e-20,38.6353177421838,"Down"
"209512_at",-1.3687598826977,0.0811035740312705,-11.1744818949621,1.11781698551455e-21,2.50786391805531e-20,38.5393535356978,"Down"
"215509_s_at",1.14385990050593,-0.107668619773217,11.1741200807655,1.12035171014002e-21,2.51251967809294e-20,38.5371058771722,"Up"
"202551_s_at",-1.2151578505231,0.0642706749833169,-11.1712584624941,1.14060232973148e-21,2.5558373925438e-20,38.519329233403,"Down"
"213307_at",-1.55795057255611,0.0885111826286571,-11.1678441881066,1.16524266884111e-21,2.60784457302037e-20,38.4981200719625,"Down"
