"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"203615_x_at",-1.33630117042157,0.0774081064497452,-15.6864289700663,6.55455006492227e-34,7.41966925050984e-32,66.5144409000355,"Down"
"1558397_at",-2.09707763122777,0.173465120663092,-15.6677790518025,7.34682481310229e-34,8.29933154248693e-32,66.4010832267658,"Down"
"203967_at",2.25064392645127,-0.144357586312007,15.659356527176,7.73543197194894e-34,8.72030398074863e-32,66.3498792452321,"Up"
"239952_at",-1.54053149031351,0.0758629479970003,-15.6466293391486,8.36210036330979e-34,9.40736290872351e-32,66.2724933090681,"Down"
"234310_s_at",-1.882718876393,0.104241686411777,-15.6425669175716,8.57265283167319e-34,9.62443107950167e-32,66.2477892357236,"Down"
"204446_s_at",-2.37326396747181,0.261990701717086,-15.6381998350361,8.80492672307076e-34,9.86494607753881e-32,66.2212308270634,"Down"
"221030_s_at",-1.12018923020686,0.0495467775907709,-15.6349917246091,8.97956781798586e-34,1.00400382504781e-31,66.2017196142218,"Down"
"204603_at",1.98867901111526,-0.164519435850715,15.6299511059002,9.26100635322835e-34,1.03335820890359e-31,66.1710615131412,"Up"
"219563_at",-1.66042416383457,0.0871901747571499,-15.6293572797684,9.29473902414463e-34,1.0350098903159e-31,66.1674495878071,"Down"
"204033_at",2.62559647568725,-0.144234344681747,15.619699400389,9.86097770625282e-34,1.09583121156377e-31,66.1087014573541,"Up"
"210559_s_at",2.70149583128457,-0.138259979315459,15.6169117742442,1.00307558570591e-33,1.11159212527689e-31,66.0917429898719,"Up"
"203329_at",-1.4003733445989,0.0816018908325937,-15.6167049882583,1.00434661158991e-33,1.11159212527689e-31,66.0904849837794,"Down"
"206049_at",-1.69761226635396,0.142489439664037,-15.6108661758727,1.04090942619845e-33,1.14973177530102e-31,66.0549623247215,"Down"
"204318_s_at",2.37300370727439,-0.158436905435404,15.6036056214759,1.08824195546661e-33,1.19846019601292e-31,66.010785700936,"Up"
"226228_at",-4.17358814792226,0.651065211965072,-15.5951512384488,1.14608292587386e-33,1.2582747785573e-31,65.959339333099,"Down"
"214696_at",-1.87232843176082,0.128942854734591,-15.5894947038354,1.18649317298903e-33,1.30003034535422e-31,65.9249147941988,"Down"
"226856_at",-1.87483239630361,0.098579998301693,-15.5859036978462,1.21288534162812e-33,1.32629012107035e-31,65.9030591712086,"Down"
"205046_at",2.07137650071233,-0.146337204951635,15.5841769800096,1.22578459927729e-33,1.33772001927117e-31,65.8925495922609,"Up"
"205952_at",-3.00730228354815,0.196608106143162,-15.5773067941702,1.27848411014495e-33,1.39245256418676e-31,65.8507319354753,"Down"
"226303_at",-2.44149563980842,0.167376867422995,-15.5752878906728,1.29439809861145e-33,1.40698242627398e-31,65.8384424148766,"Down"
"207195_at",-1.26450024905931,0.0471002981074129,-15.5677885303955,1.35527018301392e-33,1.47022613603742e-31,65.7927889512844,"Down"
"202222_s_at",-1.68837279127854,0.07071841462726,-15.5658928553909,1.37110645928613e-33,1.48446031012811e-31,65.7812479599441,"Down"
"1557422_at",-2.27713861787296,0.117170462594716,-15.5627916498761,1.39741453664979e-33,1.50995335555983e-31,65.7623669347824,"Down"
"229339_at",-1.49222736471071,0.065709866500904,-15.5562777385437,1.45433244810571e-33,1.56835555424418e-31,65.7227056088949,"Down"
"210334_x_at",1.6200389173869,-0.132749842010108,15.5542306786794,1.47269496097776e-33,1.58503143683974e-31,65.7102408770292,"Up"
"211762_s_at",1.69624929542157,-0.116070241227359,15.5513167563524,1.49923496080671e-33,1.61042576585672e-31,65.6924971025747,"Up"
"219689_at",-2.59344701239683,0.143641194859837,-15.5501752471124,1.50976204174484e-33,1.61855371828234e-31,65.6855458951488,"Down"
"225766_s_at",1.44961030080224,-0.0917528615970168,15.5476355537644,1.53344984030113e-33,1.64073131151593e-31,65.6700800487258,"Up"
"227013_at",-1.36721891130193,0.108829447068253,-15.5395355420861,1.61151648154232e-33,1.72089186774075e-31,65.6207500003437,"Down"
"204754_at",-2.30096480211616,0.137760488985988,-15.5218727191576,1.79584258241208e-33,1.91399012072866e-31,65.5131612342157,"Down"
"204497_at",-1.60358437147512,0.10196465289119,-15.5173947683252,1.84584094469532e-33,1.9634504601404e-31,65.4858805336385,"Down"
"203554_x_at",2.20641456022502,-0.120773654591223,15.5139434856303,1.88532621159765e-33,2.00155748774954e-31,65.464853329266,"Up"
"223343_at",-1.96678828837488,0.206633056133588,-15.5109977902961,1.91969617236243e-33,2.03409667100612e-31,65.446905628351,"Down"
"212914_at",-1.41262017991152,0.0705856146763642,-15.510185522121,1.92928358835169e-33,2.04030135770075e-31,65.4419564605966,"Down"
"211696_x_at",-2.91627139295579,0.234326248625,-15.5064661366925,1.97380118599229e-33,2.07982054033303e-31,65.4192934254808,"Down"
"228469_at",-1.42497526948252,0.0760461104736604,-15.5064282117184,1.97426037573451e-33,2.07982054033303e-31,65.4190623340152,"Down"
"203214_x_at",2.42501394271106,-0.145506573532257,15.5056811412672,1.98332765044836e-33,2.08535460169738e-31,65.4145101205121,"Up"
"41644_at",-1.30974412898881,0.0478070177957758,-15.4975515450846,2.08473737823923e-33,2.1877738225572e-31,65.3649699248728,"Down"
"204126_s_at",2.12254972299029,-0.145312303699252,15.4940956441082,2.12940601904476e-33,2.22692625173489e-31,65.343908578636,"Up"
"219093_at",-2.11462193759634,0.161089172708251,-15.4940354938681,2.13019191523977e-33,2.22692625173489e-31,65.3435419949385,"Down"
"219869_s_at",-2.64034903304844,0.225810117399162,-15.483436491445,2.27331260379008e-33,2.37201081321036e-31,65.2789417863423,"Down"
"213008_at",1.96001456169487,-0.132061533119412,15.4814527833137,2.30115093400653e-33,2.39648432984394e-31,65.2668501300675,"Up"
"227198_at",-3.13285690052099,0.176302525955457,-15.4735350565029,2.41570990822009e-33,2.5110064492763e-31,65.218584359105,"Down"
"228323_at",2.14314927350427,-0.128326051325567,15.4728888201829,2.42530865926219e-33,2.51620020768805e-31,65.2146447181603,"Up"
"224839_s_at",2.03032230678261,-0.157773668776216,15.4712990950733,2.4490843510475e-33,2.53605467601367e-31,65.2049531458782,"Up"
"218755_at",2.52106995887889,-0.144446373377548,15.4531997008233,2.73682198049225e-33,2.82865296376964e-31,65.0945968439871,"Up"
"211626_x_at",-1.00281923322637,0.0408406067613412,-15.451552891638,2.76462751107179e-33,2.85200017297831e-31,65.0845544478261,"Down"
"226872_at",-2.37999464133506,0.131730092895176,-15.4451349338696,2.87572023282349e-33,2.96101701939029e-31,65.0454149023386,"Down"
"228372_at",-1.59534996931715,0.179451137598825,-15.4439660887171,2.89642902668149e-33,2.97673415477088e-31,65.0382863840583,"Down"
"219371_s_at",-1.8919580768642,0.134591815446869,-15.4424970922777,2.92266780097354e-33,2.99806495343768e-31,65.029327144508,"Down"
"211998_at",-1.86384281650926,0.0905326156507643,-15.4387390392848,2.99088250286557e-33,3.06229402329916e-31,65.0064063649433,"Down"
"205247_at",-1.50456971539838,0.0686352894052843,-15.4379800289354,3.00485226811614e-33,3.07084668708879e-31,65.0017769290883,"Down"
"204249_s_at",-1.71133552814105,0.114345060686062,-15.4256986774666,3.24020330261662e-33,3.30518872333141e-31,64.9268623094676,"Down"
"1552553_a_at",-1.71763606033584,0.126504772713757,-15.421774723641,3.31922702875097e-33,3.37949232396572e-31,64.9029239708184,"Down"
"212115_at",1.27140039786706,-0.0712394227779421,15.4198550800731,3.35858711983827e-33,3.41321098098806e-31,64.8912125762353,"Up"
"240665_at",-1.89147529705069,0.132911001837196,-15.419264808234,3.3707837497798e-33,3.41728490005598e-31,64.887611371909,"Down"
"221204_s_at",-2.06891684766533,0.175030823679446,-15.4190566138107,3.37509619758615e-33,3.41728490005598e-31,64.8863411861621,"Down"
"230305_at",-1.54709758873938,0.0707485643806295,-15.4124573833132,3.51469336729756e-33,3.55204916556366e-31,64.8460776176108,"Down"
"210383_at",-1.88982328170247,0.121201879528394,-15.4117981564841,3.52895241514668e-33,3.55987958114658e-31,64.8420553030604,"Down"
"221591_s_at",1.75865769436103,-0.149289498055473,15.4095780224456,3.57740162988161e-33,3.60210744224267e-31,64.828508739226,"Up"
"226553_at",-2.0148455815316,0.16798452411633,-15.4076161106334,3.62077034025323e-33,3.63907386678943e-31,64.8165374146554,"Down"
"203296_s_at",-2.07428385683678,0.0838179682500411,-15.4059429732736,3.6581716721792e-33,3.66991809497978e-31,64.8063278924896,"Down"
"237466_s_at",-2.36131895334393,0.159995729131821,-15.4016752329513,3.75533576477077e-33,3.76049419301908e-31,64.7802849573518,"Down"
"225681_at",3.63709071470347,-0.14821570009073,15.3947583961879,3.91833593993432e-33,3.91654510998006e-31,64.7380731880145,"Up"
"203320_at",-1.26623869151436,0.101037797769683,-15.3944340418529,3.92615129271712e-33,3.91719565564432e-31,64.7360936320447,"Down"
"215350_at",-2.55366024133776,0.163504200127137,-15.3908890373271,4.01259384750211e-33,3.99614879075005e-31,64.7144576483658,"Down"
"223775_at",-1.9853508912078,0.107503294886177,-15.3892628283176,4.05288358961441e-33,4.02893473203941e-31,64.7045321587234,"Down"
"219148_at",3.25945991834326,-0.194551354029545,15.3879487041693,4.08573737035799e-33,4.05422306214742e-31,64.6965112991813,"Up"
"1552388_at",-1.213315197656,0.0314540617681213,-15.3734502945578,4.46641438303285e-33,4.42393489841161e-31,64.6080093406588,"Down"
"220150_s_at",-2.05580685230335,0.0577349825016437,-15.3654064452859,4.69274677919309e-33,4.63970940601053e-31,64.5588999276852,"Down"
"226016_at",-1.444167834318,0.117583308380671,-15.3644929802839,4.71916544945512e-33,4.65740741785124e-31,64.5533226814023,"Down"
"225166_at",-1.66963872415988,0.167873780850427,-15.3587795652231,4.88782092457781e-33,4.8151641270503e-31,64.5184372815166,"Down"
"239849_at",-3.09665195872841,0.208962926761382,-15.3523118814363,5.08604369323108e-33,5.00142875768722e-31,64.4789430678648,"Down"
"212230_at",-1.47599192449086,0.0844636355586374,-15.3434582563538,5.37052065847629e-33,5.26234826652878e-31,64.4248736139052,"Down"
"219282_s_at",-1.58689588149363,0.118439782867275,-15.3434550342868,5.37062703744501e-33,5.26234826652878e-31,64.424853935401,"Down"
"200910_at",1.11724218130692,-0.0773809047371384,15.3394875325209,5.50323256962038e-33,5.38263400257593e-31,64.4006220851499,"Up"
"201809_s_at",-1.48491009782163,0.1183855181792,-15.3388461567252,5.52497524443564e-33,5.3942503837414e-31,64.3967047036753,"Down"
"202760_s_at",-1.70125692432944,0.116896437416009,-15.3273508784924,5.92959744923285e-33,5.77897933220688e-31,64.3264881977055,"Down"
"209773_s_at",3.45991801607192,-0.139895017284969,15.3259632803631,5.98040675581221e-33,5.81812703512514e-31,64.3180115904937,"Up"
"205394_at",2.35815831945137,-0.15657222307191,15.3252511609582,6.00665143353965e-33,5.83328005557336e-31,64.313661307969,"Up"
"219656_at",-1.41765761986838,0.0782620132551775,-15.3221170129565,6.12353716799196e-33,5.9362481322688e-31,64.2945145318741,"Down"
"238075_at",1.70312614335549,-0.114667792962648,15.3187460543682,6.251800369408e-33,6.04986168490942e-31,64.2739201368359,"Up"
"222067_x_at",1.92237436511368,-0.097690127531024,15.3182365695158,6.27141885785769e-33,6.05812413521853e-31,64.270807427972,"Up"
"213056_at",-1.52524585424605,0.109319631826882,-15.3163987572775,6.34270072079737e-33,6.11617569505461e-31,64.2595790924507,"Down"
"229839_at",-3.36705096060111,0.238896120454676,-15.3148812346378,6.40217141554022e-33,6.16265355888489e-31,64.2503073908123,"Down"
"210004_at",-3.04802087002929,0.272442955118713,-15.310452787463,6.57893360021034e-33,6.32167301566784e-31,64.2232495277844,"Down"
"206324_s_at",-1.13884310500893,0.034923953026545,-15.2975249732228,7.12343145631664e-33,6.83287043638793e-31,64.1442510209368,"Down"
"219777_at",-1.85888478342674,0.178083798470003,-15.2866599792891,7.61583134795754e-33,7.2923919255618e-31,64.0778470494936,"Down"
"221133_s_at",-3.36364691073559,0.245872276645957,-15.2828002991718,7.79884475724849e-33,7.45457757172309e-31,64.0542553303838,"Down"
"210550_s_at",-1.79433096435021,0.12947302529216,-15.2780202227598,8.03162182778816e-33,7.66368103724813e-31,64.0250361034062,"Down"
"218468_s_at",4.0674992312934,-0.193429993030819,15.2749676758217,8.18390310106007e-33,7.79538156882333e-31,64.006375768826,"Up"
"241782_at",-2.20777628219446,0.0814942684619083,-15.2703720566133,8.41863816183755e-33,8.00502680866901e-31,63.978281111746,"Down"
"219937_at",-1.47498353090764,0.0592614997804076,-15.2593666958045,9.00856748820754e-33,8.53628123774259e-31,63.9109942824218,"Down"
"236641_at",2.11668625429531,-0.15976382769539,15.2568836838583,9.14729433612192e-33,8.65273906275893e-31,63.8958117447396,"Up"
"203662_s_at",-1.37172289545817,0.0519986503839168,-15.2560655530349,9.19347096358866e-33,8.68139939437323e-31,63.8908091187119,"Down"
"222077_s_at",1.96096694580051,-0.12114539892357,15.2552990154254,9.23694754613539e-33,8.69067452170956e-31,63.8861219194389,"Up"
"213599_at",2.1476919661639,-0.168234924977564,15.255122346235,9.24699707550987e-33,8.69067452170956e-31,63.8850416215046,"Up"
"209683_at",-1.57830784260858,0.143991991443417,-15.2550524041474,9.25097864039316e-33,8.69067452170956e-31,63.8846139384493,"Down"
"1553984_s_at",1.42192809315909,-0.0951519819092702,15.2491864754338,9.59109426711837e-33,8.99473548978897e-31,63.8487434160842,"Up"
"228603_at",-1.20257617255541,0.0683460508036243,-15.2471703827038,9.71086135570352e-33,9.09146138053237e-31,63.8364142244542,"Down"
"210906_x_at",-2.85133744206157,0.35375696226093,-15.2416622723531,1.00457705490201e-32,9.38893170543037e-31,63.802728271779,"Down"
"208787_at",1.06584926961647,-0.0581323613747124,15.238533624939,1.0241131227643e-32,9.55518515138873e-31,63.7835932847258,"Up"
"201278_at",-1.42820925551892,0.131973854578854,-15.2372795253506,1.03205052707209e-32,9.61283859755814e-31,63.7759229127095,"Down"
"1553102_a_at",-1.48832617418735,0.145562870780161,-15.2279149679489,1.09330246051014e-32,1.01660394606109e-30,63.7186429451544,"Down"
"217414_x_at",-3.11423588796495,0.241493487197567,-15.2184893717367,1.15863343565772e-32,1.07552263318482e-30,63.6609823279042,"Down"
"214053_at",-1.92593686401072,0.0779144666947321,-15.2159013023436,1.17724694335734e-32,1.09094875640784e-30,63.6451486632528,"Down"
"212353_at",2.81332988384986,-0.0929218645830457,15.2068021864154,1.24509953908055e-32,1.15187508120523e-30,63.5894764123138,"Up"
"209116_x_at",-3.19910954290124,0.260675530060569,-15.2040935292905,1.26604521482982e-32,1.16927402231116e-30,63.5729023875783,"Down"
"204018_x_at",-3.13838109685983,0.243609233592415,-15.2034433867741,1.27112500685785e-32,1.17198583052197e-30,63.5689241356429,"Down"
"215147_at",-1.20473497649429,0.0603836353640286,-15.1965889611145,1.32593999439485e-32,1.22046749484072e-30,63.526979484541,"Down"
"242051_at",-1.66722813102444,0.0693442120611851,-15.1870136971018,1.40650251420776e-32,1.29244579771948e-30,63.4683786322451,"Down"
"238554_at",-1.05548293955225,0.0506401207017176,-15.1799032405281,1.46948503539814e-32,1.3457972246297e-30,63.4248576218753,"Down"
"238798_at",-1.22963337495979,0.0496326172648751,-15.1753573778467,1.51122440934638e-32,1.38170893948183e-30,63.3970315771838,"Down"
"206651_s_at",-4.06992290128301,0.316982333764793,-15.1719505599928,1.54328231573697e-32,1.40866378318729e-30,63.3761767290005,"Down"
"211745_x_at",-3.12942139868581,0.243262117199252,-15.1702718683892,1.55932843336243e-32,1.42093803490152e-30,63.3659002650828,"Down"
"214265_at",-2.1941007369419,0.172467259790105,-15.1699262568125,1.56265273029855e-32,1.42159797053366e-30,63.3637845026588,"Down"
"204422_s_at",-1.89595029146599,0.0665198774853715,-15.1650256907594,1.61056082893298e-32,1.46274772959985e-30,63.3337832092337,"Down"
"203845_at",-1.31987775699528,0.0984049994549227,-15.149172808364,1.7758554966317e-32,1.61019733463248e-30,63.2367184354189,"Down"
"204146_at",2.33706241121598,-0.134097158541174,15.1486715084089,1.78135101205321e-32,1.61250606927168e-30,63.2336487207117,"Up"
"218876_at",-2.39522956850871,0.165877342234221,-15.1477081498073,1.7919597490531e-32,1.6194280872641e-30,63.2277495287777,"Down"
"225720_at",-2.1651943411856,0.137160973004356,-15.1390706052444,1.88995265016664e-32,1.70516767570728e-30,63.1748535886429,"Down"
"232060_at",-2.07851568531544,0.13691217793976,-15.1365356371918,1.91971835941351e-32,1.72916970841736e-30,63.1593284142084,"Down"
"226456_at",2.30646997718997,-0.123246264362755,15.1357035682883,1.92959060055016e-32,1.73520338955723e-30,63.1542323732369,"Up"
"211699_x_at",-3.44287148769053,0.283590498428748,-15.1337673906838,1.95276013377664e-32,1.75315534177731e-30,63.1423739562315,"Down"
"220651_s_at",2.1416187278583,-0.155444811392423,15.1334684186866,1.95636258824807e-32,1.75351023790924e-30,63.1405428294233,"Up"
"207165_at",2.69075218234587,-0.120377633146368,15.1325871445795,1.96702027074423e-32,1.76017730446711e-30,63.1351452096545,"Up"
"215299_x_at",-1.31082095561183,0.0806091011750493,-15.1322188169242,1.97149186109182e-32,1.76129603766659e-30,63.1328892611987,"Down"
"204154_at",-2.36360320705813,0.111012526868261,-15.1292414728864,2.00801356836869e-32,1.79099742007436e-30,63.1146531004696,"Down"
"209555_s_at",-2.70677248623136,0.205411071484467,-15.1289520137888,2.01160019187341e-32,1.79127427509248e-30,63.1128801324085,"Down"
"225778_at",-1.1065695806017,0.0559145218666584,-15.1273495119618,2.0315729047741e-32,1.80507054665397e-30,63.1030645146952,"Down"
"1554572_a_at",1.41061949366212,-0.0890470257578485,15.1248401798574,2.06324783846187e-32,1.82833185685418e-30,63.0876939804033,"Up"
"226980_at",1.79004727586126,-0.135654288193458,15.1183360371563,2.14767177346473e-32,1.90006398404829e-30,63.0478514835355,"Up"
"240189_at",-1.90926282400331,0.10981678336444,-15.1164749226457,2.17246001333434e-32,1.91888935749685e-30,63.0364502096781,"Down"
"235830_at",-1.05232556178142,0.0515289749805638,-15.1097092622105,2.26501238126921e-32,1.99741212815958e-30,62.9950011209203,"Down"
"220023_at",-1.14622734785702,0.057381112771573,-15.0963017357931,2.46026177214109e-32,2.16261756256936e-30,62.9128505377276,"Down"
"209458_x_at",-3.28826648366605,0.253638392225181,-15.0839966016125,2.65426865217909e-32,2.32940832356166e-30,62.8374419096364,"Down"
"236331_at",-2.27131835827288,0.18170333549437,-15.0638330159656,3.00587762100677e-32,2.63375575206001e-30,62.7138489094576,"Down"
"218782_s_at",2.29290623458135,-0.163564815336128,15.0540930147201,3.19207954300422e-32,2.79243118422009e-30,62.6541358937732,"Up"
"212912_at",-1.84995030876488,0.16493790955461,-15.0386058143402,3.51224514953767e-32,3.06760389059061e-30,62.5591731211652,"Down"
"204368_at",-2.29698670676157,0.197449626595003,-15.0378467321045,3.52873981665552e-32,3.07709488796875e-30,62.5545181759374,"Down"
"227108_at",-1.29390454063502,0.0363658394236522,-15.0375534064284,3.53513448366539e-32,3.07776238685359e-30,62.552719393013,"Down"
"204570_at",-1.61328340676699,0.11858693317961,-15.0347588827278,3.59664201341853e-32,3.12633389640156e-30,62.535581987899,"Down"
"228781_at",-1.18034467837726,0.0613687635954142,-15.0338464733694,3.61695548953506e-32,3.13900065698935e-30,62.5299865084438,"Down"
"236359_at",-2.31709799775475,0.133586737255095,-15.0298557027377,3.70716399801301e-32,3.21142939808275e-30,62.5055117751759,"Down"
"229319_at",-1.34325160907951,0.068785913615549,-15.0296375435526,3.71215981634805e-32,3.21142939808275e-30,62.5041738051217,"Down"
"207122_x_at",-1.1525504033105,0.0611932594364316,-15.0052325719003,4.31583206934545e-32,3.7277743821716e-30,62.3544746279039,"Down"
"226203_at",-1.17780766759897,0.0692920516146039,-15.0039184980901,4.35099496174573e-32,3.75221844689981e-30,62.346412829329,"Down"
"227408_s_at",-1.65103039246317,0.107243661377548,-15.0013491232701,4.42057963992687e-32,3.80622349311813e-30,62.3306494127992,"Down"
"227452_at",2.63747773718261,-0.138852404068623,14.9989106532941,4.48765021343685e-32,3.85755775021584e-30,62.3156886376406,"Up"
"1556421_at",-2.13701625092937,0.165107860576307,-14.9986705016142,4.49431053843162e-32,3.85755775021584e-30,62.3142152070306,"Down"
"242881_x_at",3.34699439477839,-0.229815596364974,14.9982792625953,4.50518231278817e-32,3.86082825943093e-30,62.3118147830426,"Up"
"240890_at",-1.54358984962593,0.136243198652182,-14.9785304989231,5.08961301453721e-32,4.35484493849486e-30,62.1906319658522,"Down"
"219510_at",1.53356375615466,-0.114636420004849,14.978077632054,5.10387050987904e-32,4.36022062699432e-30,62.1878527192956,"Up"
"222037_at",1.84884720079667,-0.127334338770381,14.9742195069046,5.2269692005582e-32,4.45841717691918e-30,62.164174740219,"Up"
"1557729_at",-1.47462377571068,0.0600643821551611,-14.9725799858728,5.28017696731888e-32,4.49678622567227e-30,62.1541123687413,"Down"
"1552318_at",-1.65657630156013,0.10239718799022,-14.9642580681515,5.55873615883058e-32,4.72665473536644e-30,62.1030343579891,"Down"
"218512_at",1.41335878904686,-0.0989558607481098,14.9531841773528,5.95238121742401e-32,5.05351619662512e-30,62.0350570978869,"Up"
"205259_at",-2.20264975006647,0.134724150256986,-14.9504270678092,6.05465709746466e-32,5.13237793494388e-30,62.0181310698318,"Down"
"212886_at",-1.53801347508374,0.174077436445924,-14.9477597339128,6.15527826530566e-32,5.20331563151232e-30,62.0017556234122,"Down"
"204787_at",-2.11898070405565,0.207634267908859,-14.9477045973372,6.15737579074252e-32,5.20331563151232e-30,62.001417120084,"Down"
"219747_at",-2.86780602688545,0.355752647968894,-14.9472320635801,6.17538148657905e-32,5.21047812930107e-30,61.9985160553211,"Down"
"204162_at",2.7691472325305,-0.150210141463223,14.9449273493301,6.26396070333881e-32,5.27707321194221e-30,61.9843662910486,"Up"
"244050_at",-1.46881403250432,0.146461608071787,-14.9364626235341,6.60035944579637e-32,5.55191773382948e-30,61.9323937211691,"Down"
"206316_s_at",1.78263912754883,-0.102886878314267,14.9253316149485,7.07043009474884e-32,5.93818380077408e-30,61.8640421033884,"Up"
"219478_at",-2.31139935036176,0.142568012940746,-14.9152378364588,7.52564026400001e-32,6.31080339623007e-30,61.8020515842958,"Down"
"210619_s_at",-2.30123535778833,0.144789418508876,-14.9089161685085,7.82557454141341e-32,6.55227087368726e-30,61.7632233785637,"Down"
"227448_at",-2.02346106215032,0.105400931501561,-14.9075055230944,7.89412128176476e-32,6.59955781468637e-30,61.754558664058,"Down"
"236401_at",-1.32586692549121,0.0812256235401874,-14.9058438287965,7.97563926543256e-32,6.65539439112381e-30,61.744351719282,"Down"
"226661_at",2.08668263954674,-0.147405510172091,14.9056489206655,7.9852560047137e-32,6.65539439112381e-30,61.7431544838265,"Up"
"201710_at",1.74469110244056,-0.1297663634292,14.9023718203887,8.14869874687453e-32,6.78128012154284e-30,61.7230242580118,"Up"
"204347_at",1.8301224882163,-0.130017389295817,14.8966201194229,8.44370677026974e-32,7.01610437180088e-30,61.6876913497598,"Up"
"223556_at",1.99033365183941,-0.129516429098414,14.8946994397722,8.54458416308261e-32,7.08915233864251e-30,61.675891987374,"Up"
"203432_at",1.52749745435316,-0.109717509083046,14.8918082325979,8.69871699556724e-32,7.19519442863297e-30,61.6581298317066,"Up"
"219520_s_at",-1.16276037457836,0.0893668096143984,-14.8901374579336,8.789054416385e-32,7.24969756400901e-30,61.647865125604,"Down"
"239919_at",-1.51369681302008,0.0902138433655079,-14.8899614167425,8.79862739201167e-32,7.24969756400901e-30,61.6467835724585,"Down"
"214475_x_at",-1.48816055480108,0.0717932883249096,-14.8898555736743,8.80438807956467e-32,7.24969756400901e-30,61.6461332979359,"Down"
"228480_at",-2.14060477408766,0.0957084850880178,-14.885719143563,9.03250489713432e-32,7.42634895114014e-30,61.6207193975838,"Down"
"206637_at",-1.81033321207922,0.191296837253986,-14.8820742708778,9.23841664119254e-32,7.58424068854658e-30,61.598324518091,"Down"
"207302_at",-1.91932146584088,0.0661203855201348,-14.8784349024126,9.44871030362569e-32,7.74525091230487e-30,61.5759624594047,"Down"
"218115_at",1.6625429669716,-0.108421146184418,14.8691362023076,1.00080600280434e-31,8.19147727594721e-30,61.5188221776544,"Up"
"219588_s_at",1.74341249993666,-0.114591004577087,14.8667356686264,1.0157772141901e-31,8.3015873222487e-30,61.5040699032868,"Up"
"230469_at",-3.29813919538924,0.204868017543064,-14.8632300434546,1.03804452274677e-31,8.47090810166863e-30,61.4825256075171,"Down"
"209302_at",1.304440618445,-0.0936916986021532,14.8609109607835,1.05304319719059e-31,8.5677286914279e-30,61.4682728638966,"Up"
"205393_s_at",1.95063756728638,-0.136930213046557,14.8583583934571,1.06980309562657e-31,8.69115664983396e-30,61.4525846922283,"Up"
"229367_s_at",-1.98056890530338,0.177038754487919,-14.8570394693986,1.07856747964433e-31,8.74935859785661e-30,61.4444783459685,"Down"
"212344_at",2.52244961651735,-0.0980565438112262,14.8562361553754,1.08394079869031e-31,8.77992046939153e-30,61.4395409686744,"Up"
"200795_at",-1.59806603932326,0.144222635787763,-14.8557709642148,1.08706468917599e-31,8.7921985030617e-30,61.4366817605352,"Down"
"235642_at",-1.18214193369587,0.0333738097142916,-14.8550456220167,1.09195357546207e-31,8.81869449606922e-30,61.4322235517275,"Down"
"241789_at",-1.75769908758557,0.114007318432774,-14.8539804261085,1.09917307257989e-31,8.85085239223936e-30,61.4256764109661,"Down"
"238891_at",-1.14278536606627,0.0419989962628205,-14.8526241652656,1.10843455405883e-31,8.91230282987741e-30,61.417340140378,"Down"
"205909_at",1.76094847382491,-0.134241881092867,14.8495911372014,1.12943008738188e-31,9.0677812081651e-30,61.3986971065814,"Up"
"235556_at",-1.37644160707778,0.08621430080798,-14.8490246265348,1.13339558404006e-31,9.0862761814355e-30,61.3952148742795,"Down"
"206074_s_at",1.74837176187037,-0.116996651010232,14.8458106007884,1.15615885993825e-31,9.25519555887613e-30,61.3754584219665,"Up"
"214146_s_at",-3.40016528308666,0.225185642555761,-14.8433850922763,1.17364027723833e-31,9.38140090029321e-30,61.3605484350796,"Down"
"203968_s_at",1.86234299637367,-0.137609825470291,14.8373742890256,1.21811202742787e-31,9.72266789775454e-30,61.3235971830403,"Up"
"222740_at",2.20400774489862,-0.141036684434583,14.8347537294295,1.23802542199436e-31,9.86720698943753e-30,61.3074865219668,"Up"
"219293_s_at",1.0298117393461,-0.0709832908033366,14.8236737407143,1.32589060832675e-31,1.05453058164144e-29,61.2393633975154,"Up"
"225314_at",1.64767348482812,-0.0871153837491782,14.8235430989863,1.32696303643221e-31,1.05453058164144e-29,61.2385601183434,"Up"
"205898_at",-3.11956312161982,0.262437946892875,-14.8213760470218,1.34487951503395e-31,1.06721752517389e-29,61.2252353421495,"Down"
"201700_at",-1.13531507135623,0.0759157920880588,-14.818643485132,1.36781736100081e-31,1.08384658279303e-29,61.2084328613354,"Down"
"221218_s_at",-1.40300898063845,0.141007700226783,-14.8034990970338,1.50223678890159e-31,1.18863670670325e-29,61.1153002562247,"Down"
"203766_s_at",-1.86652604468081,0.136434087366864,-14.7966557152196,1.5672446364737e-31,1.23828179912138e-29,61.073210347431,"Down"
"225834_at",2.49473122994538,-0.159094922551981,14.7954050974704,1.57942582102634e-31,1.24610543671883e-29,61.0655181078145,"Up"
"204767_s_at",1.72554207297578,-0.10244457212537,14.7866756498343,1.66713523373889e-31,1.31340949430365e-29,61.0118222441148,"Up"
"207746_at",1.97409760065455,-0.151650521155654,14.7765505280679,1.774999077873e-31,1.39637517385189e-29,60.9495344342433,"Up"
"212226_s_at",-1.268502871054,0.0628520350009451,-14.7753529812443,1.78821054302706e-31,1.40474729080466e-29,60.9421668600895,"Down"
"213058_at",-1.36887042402646,0.0517470893414694,-14.7646092737775,1.91123173880607e-31,1.49708589282553e-29,60.8760645071422,"Down"
