"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060411","cardiac septum morphogenesis","23/2007","77/18860",0.298701298701299,2.8069289952698,5.48274915186103,2.98693660888865e-06,6.56800206325442e-05,4.46125421928555e-05,"6586/7049/7048/9353/2627/659/2022/6910/653/6092/4091/6909/4036/6926/23414/6659/4092/10370/2702/8829/5308/2263/6664",23
"GO:0010717","regulation of epithelial to mesenchymal transition","32/2007","128/18860",0.25,2.34927752864973,5.28577416458773,3.03925764992756e-06,6.65883732214201e-05,4.52295322273735e-05,"9444/28984/2013/152007/7048/26585/2022/2146/6910/10979/653/5728/4192/1277/1829/650/5747/4092/23122/3170/7291/10253/3569/4017/1601/4139/7080/8313/3553/7422/6317/6423",32
"GO:0050867","positive regulation of cell activation","73/2007","401/18860",0.182044887780549,1.71069585627362,4.96416594368781,3.09860351657019e-06,6.76435215332128e-05,4.59462318892529e-05,"177/857/120892/4282/79987/7048/3133/825/375033/6403/961/9308/3142/9173/8741/86/2534/5588/2621/1540/7099/11027/6929/90865/4192/10326/3572/7305/695/30011/5590/1326/100133941/1604/81704/4690/5591/6659/8013/3575/4208/64332/4254/4436/6347/10288/64581/3108/3071/4921/8477/3115/3569/3113/2494/7292/3111/7704/114548/3485/3122/7070/5788/7057/259307/3553/4773/3574/1960/29126/79679/3119/3117",73
"GO:0070664","negative regulation of leukocyte proliferation","28/2007","105/18860",0.266666666666667,2.50589603055971,5.33980638016518,3.22936223144366e-06,7.02444367393519e-05,4.77128793150064e-05,"3133/6441/26585/11326/2615/83737/90865/4332/7940/7305/695/1029/5322/5074/27242/10288/6385/56253/7356/51083/259307/1739/951/53833/29126/79679/384/6664",28
"GO:0007163","establishment or maintenance of cell polarity","49/2007","236/18860",0.207627118644068,1.9510948966752,5.0738517945333,3.34541327056404e-06,7.25079356526909e-05,4.92503398669719e-05,"7010/1003/2294/11004/57381/4085/5347/10615/89958/23150/10096/4649/10403/358/23286/667/117583/1058/55612/54908/55691/10890/55083/5590/10015/154810/5747/81704/23221/348235/4000/54820/23122/84612/3764/10090/5058/9638/3071/51421/171177/56253/6624/10253/2934/1794/1739/143098/23255",49
"GO:0071456","cellular response to hypoxia","37/2007","159/18860",0.232704402515723,2.1867488945922,5.18584329299412,3.38385376949371e-06,7.30791562290303e-05,4.96383361224228e-05,"28984/3777/891/8837/2034/5581/2627/890/79723/79625/358/10449/5468/112399/1788/6095/5163/2353/10370/26355/4000/7225/4841/664/1906/761/7291/4921/5366/29923/6657/360/1536/5743/5740/7422/2263",37
"GO:0086004","regulation of cardiac muscle cell contraction","15/2007","38/18860",0.394736842105263,3.7093855715522,5.76931343030099,3.44277339838465e-06,7.40870133097224e-05,5.03229136561038e-05,"857/1832/477/488/817/1829/6717/287/5144/5350/3728/2702/1739/1824/5318",15
"GO:0048844","artery morphogenesis","24/2007","83/18860",0.289156626506024,2.71723665964306,5.41066319195149,3.46284957396154e-06,7.42547921054802e-05,5.04368758402311e-05,"94/2294/7048/93649/2022/3248/3949/6909/4192/4036/2348/6659/4092/10370/1909/1281/56999/1906/6495/3198/2702/8829/7422/1311",24
"GO:0055002","striated muscle cell development","40/2007","178/18860",0.224719101123595,2.11171013811211,5.14261828392283,3.49582362486216e-06,7.4696980422408e-05,5.07372281354366e-05,"27086/891/8837/11214/858/983/825/5239/10529/7111/25802/1073/6910/4628/26263/4629/5592/7273/6926/51804/4000/5058/11155/1906/4211/1827/6495/10398/5997/6382/6474/8470/5587/6444/2274/7138/4773/5308/80206/7422",40
"GO:0007266","Rho protein signal transduction","35/2007","147/18860",0.238095238095238,2.2374071701426,5.19749395498677,3.55764492445391e-06,7.57502776696224e-05,5.14526704789442e-05,"7010/90627/395/10395/120892/57381/5175/9754/11214/57493/25959/54922/50650/185/29127/408/139818/10979/9411/286205/9639/23348/257106/81704/1278/8087/8727/1281/3925/10276/57569/8829/388/64283/394",35
"GO:0048608","reproductive structure development","61/2007","318/18860",0.191823899371069,1.80259030500168,4.98108080452933,3.58096051089842e-06,7.59791866996588e-05,5.16081548052655e-05,"6943/6586/9353/7098/259266/2627/6715/5241/93649/4855/23213/10765/83990/653/8879/6092/1636/4036/55366/3400/2288/6926/8322/10549/3791/56729/2189/23414/5950/10370/1718/51804/4327/9510/7110/6240/2674/4254/4436/2295/5268/81930/8091/1396/638/247/367/2494/130497/5270/1028/7080/718/25976/1739/8626/5806/7422/2263/6662/6423",61
"GO:0008037","cell recognition","39/2007","172/18860",0.226744186046512,2.13074008412417,5.14091004604726,3.65943236610046e-06,7.73726836287045e-05,5.25546746136326e-05,"54538/8547/948/5175/9037/375033/27255/55118/51294/81035/22948/5648/5199/2219/91624/6092/722/1268/57549/717/4739/2348/81704/5322/23705/27242/64581/8851/56253/54742/1794/5551/8829/26047/718/1739/5806/1047/5047",39
"GO:1990266","neutrophil migration","28/2007","106/18860",0.264150943396226,2.48225550196952,5.28108860409449,3.9478713604794e-06,8.31804115568604e-05,5.64995197087497e-05,"3672/2013/5319/5175/9353/23604/5473/57580/728/4192/3579/64065/3554/1441/3680/2921/10563/1906/3071/6376/5196/2207/6283/3553/54210/6279/6374/4283",28
"GO:0050863","regulation of T cell activation","73/2007","404/18860",0.180693069306931,1.69799266922208,4.89403599612666,4.08740831916819e-06,8.58213823125349e-05,5.82933744934001e-05,"177/857/57864/7048/3133/6441/961/11326/9308/2615/3142/86/2534/5588/1540/83737/4192/10326/3572/84524/5590/1326/1029/100133941/1604/81704/4690/55824/6659/5322/4092/3575/64332/5074/2177/4254/27242/6347/10288/3108/3071/969/6385/3659/8477/3115/56253/3569/3113/2494/7292/3111/7704/7356/114548/3485/3122/7070/5788/259307/1739/3553/951/3574/1960/53833/29126/79679/384/92196/3119/2267/3117",73
"GO:0032231","regulation of actin filament bundle assembly","29/2007","112/18860",0.258928571428571,2.43318029753007,5.24960678240358,4.12028614204328e-06,8.62123539824766e-05,5.85589383582331e-05,"395/10395/28984/1901/22899/22998/11346/961/171024/85358/10979/5734/5217/9639/5295/6281/7082/23075/23122/3925/5058/5062/6376/6385/8477/8829/85415/7429/80206",29
"GO:0050672","negative regulation of lymphocyte proliferation","26/2007","95/18860",0.273684210526316,2.57184066294286,5.30017786458557,4.26251476002703e-06,8.84240864846557e-05,6.00612370576321e-05,"3133/6441/11326/2615/83737/4332/7940/7305/695/1029/5322/5074/27242/10288/6385/56253/7356/51083/259307/1739/951/53833/29126/79679/384/6664",26
"GO:0016049","cell growth","86/2007","499/18860",0.172344689378758,1.61954202375853,4.84024431654088,4.26682516876536e-06,8.84240864846557e-05,6.00612370576321e-05,"6586/11170/2273/94/27086/23499/4881/6790/7048/9353/9928/6696/9839/1457/9037/185/659/93649/56920/51393/58189/3373/2203/817/1839/5588/23767/57669/83737/5592/23327/64321/2017/8835/3913/84879/25879/58191/672/2182/3486/84259/27244/5590/6098/66000/85004/4916/8425/1029/9706/4092/23242/1382/1909/8936/23122/79109/5058/1906/4211/10631/53335/10276/84722/3488/92304/186/80031/6387/5997/8470/1601/2786/6857/5270/8829/6695/1410/81501/7422/9576/6279/7143/6662/6423",86
"GO:0030879","mammary gland development","34/2007","142/18860",0.23943661971831,2.2500122809603,5.15968438225226,4.26985831875632e-06,8.84240864846557e-05,6.00612370576321e-05,"857/2294/4830/7048/59350/5241/4855/2066/2247/1036/128239/10765/790/6909/8835/6926/64065/1029/3202/1435/81606/3664/3488/367/25928/6583/7498/394/374/2001/7422/2263/7039/6662",34
"GO:2000027","regulation of animal organ morphogenesis","24/2007","84/18860",0.285714285714286,2.68488860417112,5.34076788811958,4.36332446623319e-06,9.00512731990175e-05,6.11664884758107e-05,"59277/89958/26585/23213/2247/6092/3082/947/55366/650/10370/51804/1906/1435/3217/6495/186/367/5083/10736/860/7422/6662/6423",24
"GO:0001885","endothelial cell development","21/2007","68/18860",0.308823529411765,2.90204871186143,5.42230566257032,4.42983827548985e-06,9.06755817656796e-05,6.15905442541637e-05,"1910/54538/1003/5906/5175/57493/91663/9693/4855/26084/7122/9223/7082/5138/2947/1909/3383/51421/5144/3553/7422",21
"GO:0036294","cellular response to decreased oxygen levels","38/2007","167/18860",0.227544910179641,2.1382645769746,5.09866360495529,4.43855998059222e-06,9.06755817656796e-05,6.15905442541637e-05,"28984/3777/891/8837/2034/5581/2627/890/55332/79723/79625/358/10449/5468/112399/1788/6095/5163/2353/10370/26355/4000/7225/4841/664/1906/761/7291/4921/5366/29923/6657/360/1536/5743/5740/7422/2263",38
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","38/2007","167/18860",0.227544910179641,2.1382645769746,5.09866360495529,4.43855998059222e-06,9.06755817656796e-05,6.15905442541637e-05,"857/8837/653/2534/3082/1540/7099/10197/2017/9314/8406/672/2729/4118/4000/5062/3383/5366/6376/186/5196/367/8829/50486/51703/2730/5788/7057/3553/467/3574/8743/3162/2139/7857/2244/2266/6423",38
"GO:0001774","microglial cell activation","17/2007","48/18860",0.354166666666667,3.32814316558711,5.57323329330476,4.50128761494485e-06,9.12399606968907e-05,6.19738933858925e-05,"177/120892/7098/1524/3949/728/1191/90865/7305/3684/3764/6376/3569/3725/5788/2358/712",17
"GO:0002695","negative regulation of leukocyte activation","45/2007","212/18860",0.212264150943396,1.99466959979694,5.02602970525417,4.50387503658442e-06,9.12399606968907e-05,6.19738933858925e-05,"2268/3149/3133/6441/11326/2615/3142/3949/83737/4192/146722/4332/7940/160364/7305/84524/695/1029/945/55824/5322/4092/5074/27242/10288/969/6376/6385/3659/56253/7292/7356/51083/5788/259307/1739/951/53833/29126/79679/55024/384/6664/92196/2267",45
"GO:0031579","membrane raft organization","13/2007","30/18860",0.433333333333333,4.07208104965953,5.81115611530325,4.51145166998021e-06,9.12399606968907e-05,6.19738933858925e-05,"857/2013/858/91663/81035/23180/6281/4864/4118/2934/1794/5788/1739",13
"GO:0048705","skeletal system morphogenesis","48/2007","232/18860",0.206896551724138,1.94422967888253,4.99382053540252,4.64251146237338e-06,9.35775560432394e-05,6.35616832497576e-05,"1301/2268/7048/64399/26585/659/3373/64651/8879/1305/1277/2690/7020/4256/10370/51804/51715/54/1281/4208/6660/8817/3202/249/3217/7291/6495/649/5027/6474/3198/130497/3037/3236/3225/8313/25976/10736/1739/860/4322/7422/2263/6664/2201/1311/6662/4057",48
"GO:0002934","desmosome organization","9/2007","15/18860",0.6,5.63826606875934,6.20151248774822,4.73113582295685e-06,9.50471040578741e-05,6.45598600495808e-05,"1832/1829/64065/11187/3728/5317/1830/5318/29841",9
"GO:0045669","positive regulation of osteoblast differentiation","23/2007","79/18860",0.291139240506329,2.73586750171867,5.33537768381322,4.84215370062767e-06,9.69553093632302e-05,6.58559907279511e-05,"2662/659/115908/2247/255743/10979/1052/3570/3082/3572/650/26271/4208/4921/3569/5587/860/8626/7422/6664/2201/6423/4057",23
"GO:0051056","regulation of small GTPase mediated signal transduction","60/2007","314/18860",0.191082802547771,1.79562613654756,4.90617622756391,4.87150011887895e-06,9.72209941216534e-05,6.60364546252064e-05,"7010/57514/22898/90627/395/10395/22899/152273/9754/11214/9353/80243/9912/9928/57493/2305/25959/1894/54922/221178/50650/663/83478/93663/5923/29127/4649/51306/2203/408/57580/139818/10979/9411/286205/9639/117178/23348/57186/257106/81704/23075/8087/1281/3925/79109/10563/81848/1435/153478/4254/7052/10276/25791/10253/57569/1794/8829/64283/394",60
"GO:2001233","regulation of apoptotic signaling pathway","73/2007","406/18860",0.179802955665025,1.68962817331458,4.84760427870254,4.90295875760141e-06,9.75269460763676e-05,6.62442696404457e-05,"857/120892/8837/4282/23604/5831/7466/1457/2247/3070/219790/1524/10449/653/138151/5468/9774/2534/3082/1540/1512/7099/63979/10197/1191/2017/28978/9314/355/8406/672/2729/4690/4118/4000/4841/5062/761/4318/3383/5366/6376/186/6387/5196/367/259230/220042/8829/4582/50486/51703/2730/5788/53832/7057/4929/3553/5743/467/3574/8743/3162/8626/8382/138065/2139/7857/2244/6279/2266/6423/1984",73
"GO:0044839","cell cycle G2/M phase transition","37/2007","162/18860",0.228395061728395,2.14625354469234,5.05632554140021,5.38054222279723e-06,0.000106675864987721,7.24585875870744e-05,"2273/9133/1063/991/9833/891/57504/6790/332/9928/5347/9212/2305/983/890/990/1111/10403/641/51514/995/8766/29980/4998/1019/90381/993/672/11200/580/1263/6502/26271/6240/10763/5569/8317",37
"GO:0000727","double-strand break repair via break-induced replication","8/2007","12/18860",0.666666666666667,6.26474007639927,6.29548693865842,5.41498526685596e-06,0.000107007895126399,7.26841159658478e-05,"51659/4173/4171/8318/4176/4175/84296/8317",8
"GO:0061458","reproductive system development","61/2007","323/18860",0.188854489164087,1.77468643031125,4.84620622453622,6.00567946322035e-06,0.000118294279199001,8.03502872123635e-05,"6943/6586/9353/7098/259266/2627/6715/5241/93649/4855/23213/10765/83990/653/8879/6092/1636/4036/55366/3400/2288/6926/8322/10549/3791/56729/2189/23414/5950/10370/1718/51804/4327/9510/7110/6240/2674/4254/4436/2295/5268/81930/8091/1396/638/247/367/2494/130497/5270/1028/7080/718/25976/1739/8626/5806/7422/2263/6662/6423",61
"GO:0072028","nephron morphogenesis","23/2007","80/18860",0.2875,2.70166915794718,5.26340432693623,6.1177864166725e-06,0.000120111215784476,8.15844244629395e-05,"6943/26585/2066/2247/255743/55366/55083/650/51804/153572/3217/6495/186/2719/79192/130497/2297/9955/10736/1739/7422/6772/6662",23
"GO:0001932","regulation of protein phosphorylation","70/2007","387/18860",0.180878552971576,1.69973567964321,4.79971215253815,6.17215062616076e-06,0.000120786391056292,8.2043030976935e-05,"22974/104/5906/284/2268/9353/7098/1033/23328/9928/57493/22998/1894/54922/9693/990/1062/26524/2066/2247/171024/641/408/2146/995/1843/54757/5728/2621/23533/9052/5217/3937/993/4739/3486/9770/650/9134/3791/5747/1029/5591/2192/8817/5062/5783/4318/4921/10221/8091/8851/10253/5569/3569/150696/10826/1028/6283/718/7070/5788/57214/7422/55024/3642/55600/6317/6423/4057",70
"GO:0032945","negative regulation of mononuclear cell proliferation","26/2007","97/18860",0.268041237113402,2.51881302040795,5.17527516174198,6.46639214673421e-06,0.000125730782351453,8.54014627062342e-05,"3133/6441/11326/2615/83737/4332/7940/7305/695/1029/5322/5074/27242/10288/6385/56253/7356/51083/259307/1739/951/53833/29126/79679/384/6664",26
"GO:0045132","meiotic chromosome segregation","26/2007","97/18860",0.268041237113402,2.51881302040795,5.17527516174198,6.46639214673421e-06,0.000125730782351453,8.54014627062342e-05,"9133/83540/6790/259266/5347/7272/11130/23397/9319/9232/10096/10403/9700/83990/84057/898/5728/25879/55706/9134/348235/26271/10592/2177/10051/84072",26
"GO:0051047","positive regulation of secretion","62/2007","331/18860",0.187311178247734,1.76018376768922,4.81505224964972,6.63723348524956e-06,0.000128638945145205,8.73768051938049e-05,"28984/4282/5319/4881/2268/6696/5581/51762/358/2624/6532/54972/4628/5468/7099/257194/55691/3708/7273/5873/2182/1080/6281/5208/650/56729/10015/9846/945/6659/5950/11069/5579/10874/3684/7110/23122/10497/79971/7097/1906/9619/84634/6385/5027/6387/6382/2207/1601/6857/23086/51083/5587/286097/3553/9536/7447/5874/6664/2244/6279/2266",62
"GO:0006957","complement activation, alternative pathway","10/2007","19/18860",0.526315789473684,4.94584742873626,5.93826426220794,6.80038526984258e-06,0.000131379967178077,8.92386188764948e-05,"1675/11326/5648/5199/730/55061/3075/718/727/732",10
"GO:0019722","calcium-mediated signaling","49/2007","242/18860",0.202479338842975,1.90272064303862,4.87740646901593,6.95002660372944e-06,0.000133843346728509,9.09118464892801e-05,"1910/10268/55273/120892/51554/185/477/1524/488/817/2890/9034/9104/51196/845/257194/3708/3632/10231/695/3579/1756/83988/29995/3764/4772/1193/1906/1827/287/64581/5350/5027/5336/1230/23261/2494/6401/5587/6444/64805/5788/5121/2274/2358/810/4773/55283/55607",49
"GO:0110020","regulation of actomyosin structure organization","28/2007","109/18860",0.256880733944954,2.41393654319972,5.10887594468612,7.07226583231898e-06,0.000135765052342962,9.2217147126846e-05,"395/10395/28984/1901/22899/11214/22998/11346/1894/961/10979/5734/5217/9639/5295/6281/7082/23122/3925/5058/1906/5062/6385/8477/8829/5587/85415/80206",28
"GO:0051250","negative regulation of lymphocyte activation","40/2007","183/18860",0.218579234972678,2.05401313980304,4.9443865527162,7.14847627010947e-06,0.000136793784827063,9.29159040838346e-05,"2268/3149/3133/6441/11326/2615/3142/83737/4192/4332/7940/160364/7305/84524/695/1029/55824/5322/4092/5074/27242/10288/969/6385/3659/56253/7292/7356/51083/259307/1739/951/53833/29126/79679/55024/384/6664/92196/2267",40
"GO:0042116","macrophage activation","29/2007","115/18860",0.252173913043478,2.36970602889885,5.08426257278019,7.23510956172409e-06,0.000138014850220018,9.37453013775441e-05,"177/22918/27086/120892/4282/7098/5581/11326/1524/9173/3949/728/7099/1191/90865/7305/6095/6556/3684/3764/3164/6376/5336/3569/3725/5788/7057/2358/712",29
"GO:0072210","metanephric nephron development","15/2007","40/18860",0.375,3.52391629297459,5.51428920309569,7.28173244861334e-06,0.000138467409172217,9.40526978301532e-05,"6943/26585/358/947/3913/55366/55083/153572/186/79192/130497/2297/10736/6772/6662",15
"GO:0009636","response to toxic substance","53/2007","270/18860",0.196296296296296,1.84461791138423,4.82388427299595,7.69153670582125e-06,0.000145644223752088,9.89274822801469e-05,"11185/53905/64116/948/847/891/5581/6715/983/5888/2878/3043/10765/217/10516/6532/2890/1788/84817/6565/241/4499/27244/10549/6556/2353/2947/1909/6571/9429/1193/1906/10058/9619/5783/2877/1728/493869/366/57016/6581/23657/4151/11254/4493/5743/1356/9536/4747/216/2952/1373/3240",53
"GO:0051302","regulation of cell division","41/2007","190/18860",0.215789473684211,2.02779744578187,4.91367673857873,7.70731794289201e-06,0.000145644223752088,9.89274822801469e-05,"56241/55143/847/9055/6790/332/6886/9928/259266/5347/9212/5581/146909/1894/990/10112/29127/2247/8850/5473/641/8766/9493/79733/80179/64321/4192/11091/144455/1263/5289/81606/2124/5228/3553/8626/7422/2263/7039/346389/6423",41
"GO:0051258","protein polymerization","56/2007","291/18860",0.192439862542955,1.80837857875443,4.79580414930678,8.00498071850428e-06,0.000150797876650453,0.000102428053004111,"11170/6711/395/1003/22974/11065/90952/9353/256949/5581/91663/25959/983/93663/7111/51673/25802/11076/57580/27338/85462/23500/7283/845/1730/5217/2017/2288/55971/58526/4690/10810/3055/5756/23242/8936/54820/23122/26271/3925/5058/81027/3071/100506658/8851/84722/89795/2934/1440/1739/2006/7429/4747/3852/2244/2266",56
"GO:0031334","positive regulation of protein-containing complex assembly","44/2007","210/18860",0.20952380952381,1.96891830972548,4.87249944456193,8.12607937124769e-06,0.000152603732788617,0.000103654663964068,"1003/948/6886/21/5581/54922/26524/51673/25802/11076/23514/10979/57600/55612/7099/5217/1191/2017/55971/695/4690/3055/10497/10563/5058/4312/64581/3071/100506658/8851/84722/5027/6624/638/5336/89795/114548/1440/5587/64805/1739/4314/143098/7422",44
"GO:0010634","positive regulation of epithelial cell migration","17/2007","50/18860",0.34,3.19501743896363,5.36318756259821,8.48505871212092e-06,0.000158851857684815,0.000107898644597347,"152007/7048/5581/659/8766/1839/1512/57669/5747/23122/4318/5336/3725/3037/394/7429/6662",17
"GO:0097237","cellular response to toxic substance","32/2007","134/18860",0.238805970149254,2.24408599751616,4.98740570567109,8.56819910459038e-06,0.00015897561494443,0.000107982705563118,"53905/64116/948/847/2878/3043/217/10516/84817/241/27244/10549/6556/2947/1909/9429/1193/1906/10058/5783/2877/1728/493869/57016/6581/4151/5743/1356/9536/216/2952/3240",32
"GO:0071260","cellular response to mechanical stimulus","22/2007","76/18860",0.289473684210526,2.72021608580495,5.18549436810567,8.57053918833873e-06,0.00015897561494443,0.000107982705563118,"7010/5175/7098/6513/477/1111/2247/358/5734/7099/2549/1277/355/5138/2729/664/834/51311/3659/51284/3553/6662",22
"GO:0090307","mitotic spindle assembly","22/2007","76/18860",0.289473684210526,2.72021608580495,5.18549436810567,8.57053918833873e-06,0.00015897561494443,0.000107982705563118,"4751/24137/22974/55143/29128/991/9055/332/5347/9212/56992/3833/3832/29127/4605/8766/9493/9639/11200/1104/3796/23122",22
"GO:0030278","regulation of ossification","31/2007","128/18860",0.2421875,2.27586260587942,4.99817232298379,8.68290726927526e-06,0.000160567401398494,0.000109063911684249,"1901/154/2662/26585/659/240/9365/4091/4192/2824/166929/650/7020/4092/4256/4208/1435/7291/4921/5027/1230/130497/7704/1959/10736/860/6664/2201/1311/6662/4057",31
"GO:0001935","endothelial cell proliferation","43/2007","204/18860",0.21078431372549,1.98076340650859,4.86031566732106,8.7500538085576e-06,0.000161315778598621,0.000109572239926161,"7010/857/28984/79812/94/858/9839/5797/7075/9037/185/659/240/2022/23213/2247/2624/196740/5468/947/4192/1285/3791/51162/4208/84913/3164/6347/6387/2524/4017/350/8829/3725/5587/7057/60675/1739/1960/3162/7422/7857/6772",43
"GO:0035051","cardiocyte differentiation","38/2007","172/18860",0.22093023255814,2.07610572299278,4.89251491091125,9.23153458348448e-06,0.000169469346760106,0.000115110475147822,"7049/27086/891/11214/2627/983/26585/93649/10529/6910/4628/4629/5592/64321/6909/7273/2348/6926/650/10370/1909/4000/4208/3764/26011/5058/1906/4211/7291/5997/6474/50507/8470/6444/2274/5308/80206/7422",38
"GO:0007179","transforming growth factor beta receptor signaling pathway","51/2007","258/18860",0.197674418604651,1.85756827846723,4.78622539916561,9.2483685184116e-06,0.000169469346760106,0.000115110475147822,"79674/1003/28984/8516/94/7049/2662/7048/858/9839/93649/26524/2022/83891/3248/2615/255743/10979/5468/63976/4053/55612/4091/79685/7122/2348/650/8425/5747/4092/2353/1278/10370/64750/1281/1030/27122/1001/10253/1601/80312/3725/1028/9404/7080/7057/4015/4093/9480/6664/2201",51
"GO:0072080","nephron tubule development","26/2007","99/18860",0.262626262626263,2.46792790888456,5.0534589153457,9.66545492705032e-06,0.000176577057232246,0.000119938321276357,"6943/26585/2247/358/255743/55366/55083/650/100133941/51804/4208/153572/3217/6495/186/2719/79192/130497/2297/9955/10736/1739/7422/6772/793/6662",26
"GO:0002456","T cell mediated immunity","33/2007","141/18860",0.234042553191489,2.1993236438423,4.93286279404776,9.85107017409393e-06,0.000179425967899837,0.000121873417309177,"177/2013/3133/23180/1512/722/5873/5590/8809/3554/1604/3251/4092/3575/64332/3071/3383/5027/911/3569/7855/7292/5551/114548/3122/5788/259307/3553/53833/29126/91543/563/8284",33
"GO:0022612","gland morphogenesis","31/2007","129/18860",0.24031007751938,2.25822026009741,4.94840746423516,1.02798225030972e-05,0.000186672932961649,0.000126795850820564,"857/8837/7048/59277/59350/5241/23213/10765/55679/3082/6909/4192/3400/6926/64065/1029/1435/7052/5268/3488/1396/3569/367/25928/8829/374/8626/2263/7039/2267/6662",31
"GO:0120193","tight junction organization","24/2007","88/18860",0.272727272727273,2.56284821307243,5.07104272868662,1.05109836984714e-05,0.00019029915696005,0.000129258929692517,"51208/1003/94/90952/79987/5175/1894/10266/91862/7122/5583/7082/10015/5062/100506658/7855/51599/1739/3553/79983/9071/1830/143098/5010",24
"GO:0034113","heterotypic cell-cell adhesion","19/2007","61/18860",0.311475409836066,2.92696872421933,5.20195529432858,1.08962948884385e-05,0.000196686254299665,0.000133597306063432,"177/342035/91663/1832/961/9314/1829/64065/3684/10288/3728/7070/5788/3553/1824/5318/2244/4680/2266",19
"GO:0060560","developmental growth involved in morphogenesis","49/2007","246/18860",0.199186991869919,1.87178209599734,4.74952360483356,1.1082174239192e-05,0.00019944615364403,0.000135471941984108,"6586/1901/23499/6790/7048/9353/6696/9839/9037/659/56920/51393/10765/23767/57669/5592/23327/6909/2017/3913/55083/5590/66000/4916/9706/23242/1382/51804/1909/8936/23122/5058/1906/1435/10631/53335/6495/80031/6387/10253/6857/8829/374/7422/2263/9576/7143/6662/6423",49
"GO:0021782","glial cell development","32/2007","136/18860",0.235294117647059,2.2110847328468,4.89146638622882,1.1877837091674e-05,0.000213131397309651,0.000144767516263351,"177/9839/4919/11076/3949/5728/57716/728/7099/9639/1191/4192/2824/3913/3400/253782/745/4916/10810/6659/4118/7097/10319/26011/3569/2358/3553/3691/712/6664/6279/429",32
"GO:0007517","muscle organ development","67/2007","373/18860",0.179624664879357,1.68795275516924,4.63099397203771,1.22493491640984e-05,0.000219147379867761,0.000148853816375933,"6943/7134/2273/857/1901/1063/104/7049/8837/1301/7402/858/57493/1832/825/1674/93649/3131/2022/6445/1073/3142/1839/26263/257194/7273/4036/2115/650/1756/84976/57486/23414/4092/2353/8087/10370/2317/51804/1909/4000/3908/1281/4208/3164/22801/5307/1827/7291/6495/59269/6474/23764/6444/3236/1959/4015/2006/4223/1410/467/1960/5308/5318/2263/64208/6664",67
"GO:0042045","epithelial fluid transport","8/2007","13/18860",0.615384615384615,5.78283699359933,5.95292686020568,1.27587819462774e-05,0.000227588066162653,0.000154587073915151,"51208/1910/358/3708/1080/1906/6338/5317",8
"GO:0044843","cell cycle G1/S phase transition","53/2007","275/18860",0.192727272727273,1.81107940390452,4.67565914489012,1.32469274920993e-05,0.00023560050160213,0.000160029446050066,"11170/2273/56241/28984/9133/891/6491/1033/9928/25959/6241/983/890/990/26524/896/128239/2146/898/86/5728/1019/81610/6929/10197/1978/6909/993/10926/3400/9314/899/10217/9134/1029/144455/5591/1104/11187/9510/1263/6502/6240/6347/4921/1030/91607/5336/6657/4582/1739/8317/8626",53
"GO:1903532","positive regulation of secretion by cell","58/2007","310/18860",0.187096774193548,1.75816898918302,4.64482453871613,1.34610194116266e-05,0.000238195869977815,0.000161792325842903,"28984/4282/5319/2268/6696/5581/51762/2624/6532/54972/4628/5468/7099/55691/3708/7273/5873/2182/1080/6281/5208/650/56729/10015/9846/945/6659/5950/11069/5579/10874/3684/7110/23122/10497/79971/7097/1906/9619/84634/6385/5027/6387/6382/2207/1601/6857/23086/51083/5587/286097/3553/9536/7447/5874/6664/2244/2266",58
"GO:0003170","heart valve development","22/2007","78/18860",0.282051282051282,2.65046695539969,5.04054646966316,1.35504182689546e-05,0.000238195869977815,0.000161792325842903,"6586/7048/9353/7075/659/6910/6092/4091/5138/650/6659/56999/4208/4772/7291/6474/2702/9782/8313/2006/5308/6662",22
"GO:0071496","cellular response to external stimulus","22/2007","78/18860",0.282051282051282,2.65046695539969,5.04054646966316,1.35504182689546e-05,0.000238195869977815,0.000161792325842903,"7010/5175/7098/6513/477/1111/2247/358/5734/7099/2549/1277/355/5138/2729/664/834/51311/3659/51284/3553/6662",22
"GO:0072088","nephron epithelium morphogenesis","22/2007","78/18860",0.282051282051282,2.65046695539969,5.04054646966316,1.35504182689546e-05,0.000238195869977815,0.000161792325842903,"6943/26585/2247/255743/55366/55083/650/51804/153572/3217/6495/186/2719/79192/130497/2297/9955/10736/1739/7422/6772/6662",22
"GO:0035296","regulation of tube diameter","36/2007","162/18860",0.222222222222222,2.08824669213309,4.80044713515257,1.3697784489923e-05,0.000239394516793539,0.000162606495526862,"1910/9732/857/3672/154/4881/79987/5175/153/3043/185/659/10365/477/8850/6532/196740/1636/5592/2549/2729/3680/1909/3764/1906/6338/186/5997/2702/2730/7422/2244/4922/2266/1311/1373",36
"GO:0097746","blood vessel diameter maintenance","36/2007","162/18860",0.222222222222222,2.08824669213309,4.80044713515257,1.3697784489923e-05,0.000239394516793539,0.000162606495526862,"1910/9732/857/3672/154/4881/79987/5175/153/3043/185/659/10365/477/8850/6532/196740/1636/5592/2549/2729/3680/1909/3764/1906/6338/186/5997/2702/2730/7422/2244/4922/2266/1311/1373",36
